screen_id,reference,actual,capture_status,compare_status,mean_abs_diff,visual_status,notes
01,verification/ui_rebuild/reference_v4/01.png,verification/ui_rebuild/actual_v9/01.png,CAPTURED,COMPARED,12.18,CAPTURED_COMPARED_NOT_PIXEL_PASS,
02,verification/ui_rebuild/reference_v4/02.png,verification/ui_rebuild/actual_v9/02.png,CAPTURED,COMPARED,26.84,CAPTURED_COMPARED_NOT_PIXEL_PASS,
03,verification/ui_rebuild/reference_v4/03.png,verification/ui_rebuild/actual_v9/03.png,CAPTURED,COMPARED,25.62,CAPTURED_COMPARED_NOT_PIXEL_PASS,
04,verification/ui_rebuild/reference_v4/04.png,verification/ui_rebuild/actual_v9/04.png,CAPTURED,COMPARED,21.10,CAPTURED_COMPARED_NOT_PIXEL_PASS,
05,verification/ui_rebuild/reference_v4/05.png,verification/ui_rebuild/actual_v9/05.png,CAPTURED,COMPARED,27.99,CAPTURED_COMPARED_NOT_PIXEL_PASS,
06,verification/ui_rebuild/reference_v4/06.png,verification/ui_rebuild/actual_v9/06.png,CAPTURED,COMPARED,18.42,CAPTURED_COMPARED_NOT_PIXEL_PASS,
07,verification/ui_rebuild/reference_v4/07.png,verification/ui_rebuild/actual_v9/07.png,CAPTURED,COMPARED,19.65,CAPTURED_COMPARED_NOT_PIXEL_PASS,
08,verification/ui_rebuild/reference_v4/08.png,verification/ui_rebuild/actual_v9/08.png,CAPTURED,COMPARED,22.25,CAPTURED_COMPARED_NOT_PIXEL_PASS,
09,verification/ui_rebuild/reference_v4/09.png,verification/ui_rebuild/actual_v9/09.png,CAPTURED,COMPARED,29.16,CAPTURED_COMPARED_NOT_PIXEL_PASS,
10,verification/ui_rebuild/reference_v4/10.png,verification/ui_rebuild/actual_v9/10.png,CAPTURED,COMPARED,19.67,CAPTURED_COMPARED_NOT_PIXEL_PASS,
11,verification/ui_rebuild/reference_v4/11.png,verification/ui_rebuild/actual_v9/11.png,CAPTURED,COMPARED,26.96,CAPTURED_COMPARED_NOT_PIXEL_PASS,
12,verification/ui_rebuild/reference_v4/12.png,verification/ui_rebuild/actual_v9/12.png,CAPTURED,COMPARED,26.78,CAPTURED_COMPARED_NOT_PIXEL_PASS,
13,verification/ui_rebuild/reference_v4/13.png,verification/ui_rebuild/actual_v9/13.png,CAPTURED,COMPARED,19.85,CAPTURED_COMPARED_NOT_PIXEL_PASS,
14,verification/ui_rebuild/reference_v4/14.png,verification/ui_rebuild/actual_v9/14.png,CAPTURED,COMPARED,26.95,CAPTURED_COMPARED_NOT_PIXEL_PASS,
15,verification/ui_rebuild/reference_v4/15.png,verification/ui_rebuild/actual_v9/15.png,CAPTURED,COMPARED,33.04,CAPTURED_COMPARED_NOT_PIXEL_PASS,
16,verification/ui_rebuild/reference_v4/16.png,verification/ui_rebuild/actual_v9/16.png,CAPTURED,COMPARED,26.75,CAPTURED_COMPARED_NOT_PIXEL_PASS,
17,verification/ui_rebuild/reference_v4/17.png,verification/ui_rebuild/actual_v9/17.png,CAPTURED,COMPARED,21.76,CAPTURED_COMPARED_NOT_PIXEL_PASS,
18,verification/ui_rebuild/reference_v4/18.png,verification/ui_rebuild/actual_v9/18.png,CAPTURED,COMPARED,28.49,CAPTURED_COMPARED_NOT_PIXEL_PASS,
